"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Dinosauria&taxon_reso=species&idqual=certain&pres=regular&interval=Triassic,Cretaceous&show=acconly"
"Access Time","Wed 2019-06-12 10:22:05 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Dinosauria"
"","idreso","species"
"","idqual","certain"
"","interval","Triassic,Cretaceous"
"","timerule","major"
"","taxon_status","all"
"","pres","regular"
"","show","acconly"
"Elapsed Time","0.428"
"Records Found","3189"
"Records Returned","3189"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"487223","occ","12391","","48850","Gargantuavis philoinos","species","65146","Late Campanian","","83.5","70.6","13031"
"487260","occ","","","48870","Ampelosaurus atacis","species","65140","Late Campanian","","83.5","70.6","13032"
"487267","occ","","","48871","Isanosaurus attavipachi","species","65148","Pliensbachian","Toarcian","190.8","174.1","13033"
"487434","occ","","","48927","Fenestrosaurus philoceratops","species","65169","Late Campanian","","83.5","70.6","13076"
"487437","occ","12439","","48930","Mongolosaurus haplodon","species","63262","Aptian","Albian","125","100.5","12056"
"487439","occ","12435","","48932","Archaeornithomimus asiaticus","species","57275","Middle Campanian","Late Campanian","83.5","70.6","10410"
"487440","occ","12438","","48933","Bactrosaurus johnsoni","species","57344","Middle Campanian","Late Campanian","83.5","70.6","13061"
"487441","occ","12437","","48933","Archaeornithomimus asiaticus","species","57275","Middle Campanian","Late Campanian","83.5","70.6","13061"
"487449","occ","","","48936","Psittacosaurus mongoliensis","species","52831","Early Cretaceous","","145","100.5","9632"
"487452","occ","","","48937","Psittacosaurus mongoliensis","species","52831","Early Cretaceous","","145","100.5","13060"
"487456","occ","","","48939","Psittacosaurus mongoliensis","species","52831","Early Cretaceous","","145","100.5","9632"
"487467","occ","","","48927","Ovoraptor djadochtari","species","65173","Late Campanian","","83.5","70.6","13060"
"487471","occ","","","48927","Ornithoides oshiensis","species","65171","Late Campanian","","83.5","70.6","13060"
"487484","occ","","","48941","Agujaceratops mariscalensis","species","52772","Judithian","","83.5","70.6","14107"
"487485","occ","","","48942","Gilmoreosaurus mongoliensis","species","64066","Middle Campanian","Late Campanian","83.5","70.6","13061"
"487582","occ","","","49000","Ornithomimus velox","species","57269","Late Maastrichtian","","70.6","66","12250"
"487583","occ","","","49001","Ornithomimus tenuis","species","57594","Middle Campanian","Late Campanian","83.5","70.6","12250"
"487593","occ","","","49005","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","9259"
"487602","occ","","","49016","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","13079"
"487783","occ","","","49040","Niobrarasaurus coleii","species","65207","Late Coniacian","","89.3","85.8","51966"
"487789","occ","","","49045","Niobrarasaurus coleii","species","65207","Middle Santonian","","85.8","83.5","13087"
"487793","occ","","","49047","Tugulusaurus faciles","species","65209","Late Aptian","Albian","122.46","100.5","13379"
"487798","occ","12450","","49048","Xinjiangovenator parvus","species","65211","Late Aptian","Albian","122.46","100.5","13089"
"487804","occ","12667","","22648","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","157.3","145","13281"
"487805","occ","","","22648","Ornitholestes hermanni","species","55484","Kimmeridgian","Tithonian","157.3","145","9630"
"488095","occ","","","14470","Stegoceras validum","species","81379","Middle Campanian","Late Campanian","83.5","70.6","13582"
"488102","occ","","","14550","Pachycephalosaurus wyomingensis","species","64648","Lancian","","70.6","66","13103"
"488356","occ","","","14585","Pachycephalosaurus wyomingensis","species","64648","Late Maastrichtian","","70.6","66","13103"
"488358","occ","","","14585","Ankylosaurus magniventris","species","52793","Late Maastrichtian","","70.6","66","12202"
"488440","occ","","","49079","Hypacrosaurus altispinus","species","56406","Early Maastrichtian","","70.6","66","17548"
"488651","occ","13422","","49097","Anabisetia saldiviai","species","67279","Middle Turonian","Late Turonian","93.5","89.3","14275"
"488652","occ","13420","","49098","Anabisetia saldiviai","species","67279","Middle Turonian","Late Turonian","93.5","89.3","14275"
"488653","occ","21973","","38952","Xenotarsosaurus bonapartei","species","56394","Late Cenomanian","Early Turonian","99.6","89.3","13117"
"489052","occ","34198","","48618","Euoplocephalus tutus","species","52912","Late Campanian","","83.5","70.6","12772"
"489229","occ","","","49215","Dacentrurus armatus","species","52989","Early Kimmeridgian","Late Kimmeridgian","155.7","150.8","13143"
"489231","occ","28284","","49217","Lourinhasaurus alenquerensis","species","65347","Early Kimmeridgian","Late Kimmeridgian","155.7","150.8","13143"
"489234","occ","28283","","49218","Lourinhasaurus alenquerensis","species","65347","Late Kimmeridgian","Early Tithonian","155.7","145","13143"
"489236","occ","","","49219","Dacentrurus armatus","species","52989","Late Kimmeridgian","","155.7","150.8","13143"
"489242","occ","","","49221","Dacentrurus armatus","species","52989","Late Kimmeridgian","","155.7","150.8","52134"
"489243","occ","","","49221","Lourinhasaurus alenquerensis","species","65347","Late Kimmeridgian","","155.7","150.8","13143"
"489244","occ","28285","","47430","Lusotitan atalaiensis","species","65348","Late Kimmeridgian","Early Tithonian","155.7","145","13143"
"489253","occ","","","49225","Dacentrurus armatus","species","52989","Early Tithonian","","150.8","145","13143"
"489279","occ","27462","","49229","Duriatitan humerocristatus","species","67006","Aptian","Cenomanian","125","93.9","13143"
"489280","occ","12533","","49229","Lourinhasaurus alenquerensis","species","65347","Aptian","Cenomanian","125","93.9","13143"
"489283","occ","","","49230","Lourinhasaurus alenquerensis","species","65347","Late Kimmeridgian","Early Tithonian","155.7","145","13143"
"489299","occ","31045","","49233","Hypacrosaurus altispinus","species","56406","Campanian","Maastrichtian","83.6","66","54993"
"489300","occ","33811","","49234","Edmontosaurus regalis","species","63254","Late Campanian","Early Maastrichtian","83.5","66","17549"
"489301","occ","","","49235","Lambeosaurus lambei","species","56724","Late Campanian","","83.5","70.6","12343"
"489302","occ","31039","","49236","Lambeosaurus lambei","species","56724","Campanian","","83.6","72.1","54993"
"489303","occ","31040","","49237","Lambeosaurus lambei","species","56724","Late Campanian","","83.5","70.6","54993"
"489304","occ","","","49238","Edmontosaurus annectens","species","54239","Maastrichtian","","72.1","66","9095"
"489321","occ","","","49242","Duriatitan humerocristatus","species","67006","Callovian","Oxfordian","166.1","157.3","13143"
"489325","occ","","","49245","Lourinhasaurus alenquerensis","species","65347","Kimmeridgian","","157.3","152.1","13143"
"489327","occ","","","49247","Lourinhasaurus alenquerensis","species","65347","Tithonian","","152.1","145","13143"
"489330","occ","","","49249","Lourinhasaurus alenquerensis","species","65347","Kimmeridgian","","157.3","152.1","13143"
"489331","occ","","","49250","Lourinhasaurus alenquerensis","species","65347","Kimmeridgian","","157.3","152.1","13143"
"489332","occ","","","49251","Lourinhasaurus alenquerensis","species","65347","Kimmeridgian","","157.3","152.1","13143"
"489333","occ","","","49252","Lourinhasaurus alenquerensis","species","65347","Kimmeridgian","","157.3","152.1","13143"
"489358","occ","","","49261","Lourinhanosaurus antunesi","species","65334","Late Kimmeridgian","Early Tithonian","155.7","145","13153"
"489359","occ","","","49262","Draconyx loureiroi","species","65336","Tithonian","","152.1","145","13154"
"489360","occ","","","49263","Draconyx loureiroi","species","65336","Tithonian","","152.1","145","13154"
"489386","occ","18974","","49266","Lourinhanosaurus antunesi","species","65334","Late Kimmeridgian","Early Tithonian","155.7","145","19887"
"489575","occ","12558","","49304","Supersaurus lourinhanensis","species","65362","Late Kimmeridgian","Early Tithonian","155.7","145","13166"
"489656","occ","","","49330","Spinosaurus aegyptiacus","species","53372","Early Cenomanian","","99.6","93.5","7054"
"489675","occ","","","49334","Poekilopleuron bucklandii","species","65369","Middle Bathonian","","167.7","164.7","13170"
"489691","occ","","","49338","Allosaurus fragilis","species","52962","Late Kimmeridgian","Tithonian","155.7","145","10389"
"489692","occ","21850","","49339","Streptospondylus rostromajor","species","83543","Late Callovian","Early Oxfordian","164.7","155.7","13172"
"489694","occ","","","49339","Streptospondylus altdorfensis","species","65373","Late Callovian","Early Oxfordian","164.7","155.7","30159"
"489800","occ","","","49355","Alectrosaurus olseni","species","57253","Middle Campanian","Late Campanian","83.5","70.6","51464"
"489802","occ","","","49356","Alectrosaurus olseni","species","57253","Middle Campanian","Late Campanian","83.5","70.6","13186"
"489850","occ","","","49369","Alectrosaurus olseni","species","57253","Middle Campanian","Late Campanian","83.5","70.6","13181"
"489854","occ","23335","","48933","Bactrosaurus johnsoni","species","57344","Middle Campanian","Late Campanian","83.5","70.6","10471"
"489862","occ","30705","","49375","Dakotadon lakotaensis","species","65389","Valanginian","","139.8","132.9","13187"
"489952","occ","19508","","49409","Ekrixinatosaurus novasi","species","65416","Early Cenomanian","","99.6","93.5","13197"
"489973","occ","23529","","49415","Unenlagia paynemili","species","65423","Late Turonian","Early Coniacian","93.5","85.8","13199"
"489975","occ","","","49415","Megaraptor namunhuaiquii","species","65425","Late Turonian","Early Coniacian","93.5","85.8","24871"
"489976","occ","19690","","49415","Futalognkosaurus dukei","species","109005","Late Turonian","Early Coniacian","93.5","85.8","25429"
"490113","occ","","","49424","Breviparopus taghbaloutensis","species","65427","Oxfordian","Kimmeridgian","163.5","152.1","13212"
"490747","occ","12600","","49499","Gojirasaurus quayi","species","65490","Norian","","228","208.5","7058"
"490781","occ","","","49501","Lufengosaurus huenei","species","56597","Hettangian","","201.3","199.3","12552"
"490782","occ","","","49501","Lufengosaurus huenei","species","56597","Hettangian","","201.3","199.3","12552"
"490785","occ","","","49503","Lufengosaurus huenei","species","56597","Hettangian","","201.3","199.3","12552"
"490786","occ","","","49503","Lufengosaurus huenei","species","56597","Hettangian","","201.3","199.3","12541"
"490787","occ","","","49503","Lufengosaurus huenei","species","56597","Hettangian","","201.3","199.3","12539"
"490789","occ","","","49503","Sinosaurus triassicus","species","64287","Hettangian","","201.3","199.3","12552"
"490814","occ","22691","","45975","Dryosaurus altus","species","52882","Late Kimmeridgian","Early Tithonian","155.7","145","31566"
"490818","occ","","","45975","Allosaurus fragilis","species","52962","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490894","occ","","","37009","Archaeornithoides deinosauriscus","species","65530","Late Campanian","","83.5","70.6","13265"
"490989","occ","31396","","49523","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","13266"
"490992","occ","","","49524","Edmontosaurus regalis","species","63254","Maastrichtian","","72.1","66","53327"
"491005","occ","30322","","49529","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","13266"
"491021","occ","","","49538","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","51520"
"491057","occ","","","49557","Bonatitan reigi","species","65535","Late Campanian","Early Maastrichtian","83.5","66","13269"
"491247","occ","","","49577","Allosaurus fragilis","species","52962","Kimmeridgian","","157.3","152.1","13281"
"491252","occ","","","49577","Stegosaurus stenops","species","56491","Kimmeridgian","","157.3","152.1","13281"
"491253","occ","13794","","49577","Gargoyleosaurus parkpinorum","species","63704","Kimmeridgian","","157.3","152.1","12200"
"491258","occ","30598","","22648","Dryosaurus altus","species","52882","Kimmeridgian","Tithonian","157.3","145","13281"
"491316","occ","33234","","49614","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","157.3","145","13284"
"491435","occ","","","49627","Torvosaurus tanneri","species","53375","Kimmeridgian","Tithonian","157.3","145","13292"
"491436","occ","","","49628","Torvosaurus tanneri","species","53375","Kimmeridgian","Tithonian","157.3","145","13292"
"491451","occ","","","49629","Drinker nisti","species","57650","Tithonian","","152.1","145","10653"
"491455","occ","","","49631","Barosaurus lentus","species","54166","Kimmeridgian","Tithonian","157.3","145","13295"
"491506","occ","","","49637","Barosaurus lentus","species","54166","Kimmeridgian","Tithonian","157.3","145","13295"
"491741","occ","34192","","49652","Ceratosaurus nasicornis","species","54165","Kimmeridgian","Tithonian","157.3","145","13300"
"491743","occ","12681","","49654","Lophostropheus airelensis","species","56381","Rhaetian","Hettangian","208.5","199.3","13302"
"491749","occ","30545","","46439","Allosaurus fragilis","species","52962","Kimmeridgian","","157.3","152.1","35013"
"491750","occ","","","46439","Marshosaurus bicentesimus","species","64497","Kimmeridgian","","157.3","152.1","13304"
"491751","occ","","","46439","Stokesosaurus clevelandi","species","64493","Kimmeridgian","","157.3","152.1","15547"
"492822","occ","","","49773","Lufengosaurus huenei","species","56597","Sinemurian","","199.3","190.8","12541"
"492823","occ","","","49773","Lufengosaurus huenei","species","56597","Sinemurian","","199.3","190.8","12541"
"492824","occ","","","49773","Lufengosaurus huenei","species","56597","Sinemurian","","199.3","190.8","12541"
"492832","occ","","","49779","Chinshakiangosaurus chunghoensis","species","68152","Hettangian","","201.3","199.3","64009"
"492833","occ","","","49780","Lufengosaurus huenei","species","56597","Early Jurassic","","201.3","174.1","13360"
"493033","occ","","","49790","Yangchuanosaurus shangyouensis","species","54826","Oxfordian","Early Kimmeridgian","163.5","150.8","29352"
"493036","occ","12692","","49792","Mamenchisaurus hochuanensis","species","56463","Late Jurassic","","163.5","145","13360"
"493046","occ","","","49797","Psittacosaurus mongoliensis","species","52831","Early Cretaceous","","145","100.5","64010"
"493052","occ","","","49800","Tarbosaurus bataar","species","63705","Campanian","","83.6","72.1","9256"
